fecha_hora,tipo_ping,ip_objetivo,ubicacion,promedio_ms,count,min_ms,max_ms,std_dev
2025-09-21 00:00:00,SUTEL Internacional,84.17.40.24,,41.07555150985718,60,39.99948501586914,62.23559379577637,2.7926845632209973
2025-09-21 01:00:00,SUTEL Internacional,84.17.40.24,,40.80413977305094,60,40.43245315551758,42.5875186920166,0.40105331110201325
2025-09-21 02:00:00,SUTEL Internacional,84.17.40.24,,40.702176094055176,60,40.193796157836914,41.1829948425293,0.1959926581794192
2025-09-21 03:00:00,SUTEL Internacional,84.17.40.24,,40.75049161911011,60,40.40884971618652,42.39177703857422,0.2733551874050752
2025-09-21 04:00:00,SUTEL Internacional,84.17.40.24,,40.70171259217343,59,40.08030891418457,42.53435134887695,0.31988848074768583
2025-09-21 05:00:00,SUTEL Internacional,84.17.40.24,,40.79147974650065,60,40.239572525024414,42.313575744628906,0.45260455378442754
2025-09-21 06:00:00,SUTEL Internacional,84.17.40.24,,40.80554644266764,60,40.37165641784668,42.39535331726074,0.4001216994732537
2025-09-21 07:00:00,SUTEL Internacional,84.17.40.24,,40.88568687438965,59,39.511919021606445,48.23160171508789,1.4102979139731027
2025-09-21 08:00:00,SUTEL Internacional,84.17.40.24,,40.70154428482056,60,39.60704803466797,42.33551025390625,0.3366153648553559
2025-09-21 09:00:00,SUTEL Internacional,84.17.40.24,,40.763564904530845,60,40.43769836425781,42.24133491516113,0.272034463986706
2025-09-21 10:00:00,SUTEL Internacional,84.17.40.24,,40.76265096664429,60,40.225982666015625,42.40131378173828,0.30807262190608525
2025-09-21 11:00:00,SUTEL Internacional,84.17.40.24,,40.72260452529132,59,39.74437713623047,41.352033615112305,0.29963830000473096
2025-09-21 12:00:00,SUTEL Internacional,84.17.40.24,,40.75092077255249,60,40.34757614135742,41.38970375061035,0.2167880462643734
2025-09-21 13:00:00,SUTEL Internacional,84.17.40.24,,40.88979959487915,60,39.938926696777344,54.58712577819824,1.8136686054464717
2025-09-21 14:00:00,SUTEL Internacional,84.17.40.24,,40.76740344365438,60,39.81637954711914,42.52767562866211,0.36936192898182674
2025-09-21 15:00:00,SUTEL Internacional,84.17.40.24,,40.70820411046346,60,40.42863845825195,41.25332832336426,0.16062607828296604
2025-09-21 16:00:00,SUTEL Internacional,84.17.40.24,,40.68307081858317,60,40.253400802612305,41.33176803588867,0.19553130378595543
2025-09-21 17:00:00,SUTEL Internacional,84.17.40.24,,40.682196617126465,60,39.719343185424805,42.737483978271484,0.5054757205514296
2025-09-21 18:00:00,SUTEL Internacional,84.17.40.24,,40.743581453959145,60,40.07220268249512,42.17648506164551,0.3822845886592229
2025-09-21 19:00:00,SUTEL Internacional,84.17.40.24,,40.72333971659342,60,40.0846004486084,41.277408599853516,0.22189305586154634
2025-09-21 20:00:00,SUTEL Internacional,84.17.40.24,,40.74556948774952,59,39.57247734069824,42.446136474609375,0.41274274907589187
2025-09-21 21:00:00,SUTEL Internacional,84.17.40.24,,40.59294859568278,60,39.60132598876953,41.414737701416016,0.3823189510508436
2025-09-21 22:00:00,SUTEL Internacional,84.17.40.24,,40.72733720143636,60,40.02785682678223,41.23520851135254,0.18722779203346296
2025-09-21 23:00:00,SUTEL Internacional,84.17.40.24,,40.71658054987589,60,40.27128219604492,41.26691818237305,0.19205065398451632
