device,ubicacion,timestamp,server_id,server_name,server_country,server_sponsor,server_host,server_location,ping_ms,download_mbps,upload_mbps,download_bytes,upload_bytes,bytes_sent,bytes_received,client_ip,client_isp,isp,interface_external_ip,result_id,result_url,cli_type
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:11:36.957750,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.502,105.691624,107.812792,139310744,137524227,,,,,Telecable Costa Rica,190.171.112.10,cf358c0a-dc33-4b59-8e70-0a0ce3796b7f,https://www.speedtest.net/result/c/cf358c0a-dc33-4b59-8e70-0a0ce3796b7f,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:12:06.545223,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.301,14.877576,107.603504,19647980,96803690,,,,,Telecable Costa Rica,190.171.112.10,aea937c0-a24d-4887-8f03-adc8d2d2a53c,https://www.speedtest.net/result/c/aea937c0-a24d-4887-8f03-adc8d2d2a53c,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:17:39.206268,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.609,106.522312,107.878744,151722808,139836333,,,,,Telecable Costa Rica,190.171.112.10,4316ae35-4aff-464c-a882-e472461ca95c,https://www.speedtest.net/result/c/4316ae35-4aff-464c-a882-e472461ca95c,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:18:10.230310,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.183,18.88076,103.911328,31936616,64215078,,,,,Telecable Costa Rica,190.171.112.10,86d8ff18-a718-42be-a112-7f2f78615eff,https://www.speedtest.net/result/c/86d8ff18-a718-42be-a112-7f2f78615eff,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:23:41.835340,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.503,107.605024,108.1138,139275444,139397265,,,,,Telecable Costa Rica,190.171.112.10,7fad7d36-eed5-48aa-8c4c-d797ef54e4cb,https://www.speedtest.net/result/c/7fad7d36-eed5-48aa-8c4c-d797ef54e4cb,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:24:10.134342,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.304,16.158008,108.26224,20541776,72238155,,,,,Telecable Costa Rica,190.171.112.10,be4b8208-c120-4457-91cb-68933b774ede,https://www.speedtest.net/result/c/be4b8208-c120-4457-91cb-68933b774ede,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:29:41.942433,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.475,106.9642,107.906832,138971864,139464134,,,,,Telecable Costa Rica,190.171.112.10,10b7eca1-dc1c-4c81-b0c9-a3786fad6032,https://www.speedtest.net/result/c/10b7eca1-dc1c-4c81-b0c9-a3786fad6032,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:30:18.681466,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.203,20.748712,108.287768,36518556,131879999,,,,,Telecable Costa Rica,190.171.112.10,93548222-a540-4ebf-a7bc-0f766cdd6462,https://www.speedtest.net/result/c/93548222-a540-4ebf-a7bc-0f766cdd6462,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:35:50.386440,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.529,106.908512,107.93116,138596272,133223542,,,,,Telecable Costa Rica,190.171.112.10,70a3da24-3f58-4ec5-b3e5-7c8102325155,https://www.speedtest.net/result/c/70a3da24-3f58-4ec5-b3e5-7c8102325155,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:36:14.580183,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.227,16.154848,109.107336,12026004,89239739,,,,,Telecable Costa Rica,190.171.112.10,59692b38-d462-42bc-9d32-eca2122de006,https://www.speedtest.net/result/c/59692b38-d462-42bc-9d32-eca2122de006,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:41:46.598628,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.538,107.466544,108.491224,140943784,135020335,,,,,Telecable Costa Rica,190.171.112.10,5ed32603-efc5-4bb6-b76a-ad969c63a42e,https://www.speedtest.net/result/c/5ed32603-efc5-4bb6-b76a-ad969c63a42e,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:42:19.396657,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.198,18.221752,109.726848,27333496,126802346,,,,,Telecable Costa Rica,190.171.112.10,9d04e770-8292-4a9d-8d70-1710bbfb2bb7,https://www.speedtest.net/result/c/9d04e770-8292-4a9d-8d70-1710bbfb2bb7,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:47:51.112663,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.526,106.8516,107.88192,139902956,139004176,,,,,Telecable Costa Rica,190.171.112.10,bae9c118-716c-4b15-bee2-d88319839c35,https://www.speedtest.net/result/c/bae9c118-716c-4b15-bee2-d88319839c35,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:48:12.368013,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.249,20.491056,105.430888,12737944,58975991,,,,,Telecable Costa Rica,190.171.112.10,998eac13-fff7-47a0-b8f2-d4d767bed920,https://www.speedtest.net/result/c/998eac13-fff7-47a0-b8f2-d4d767bed920,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:53:44.051582,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.585,107.418136,108.10828,137610696,137727650,,,,,Telecable Costa Rica,190.171.112.10,83790177-fcc8-478d-8eac-19a554187c6d,https://www.speedtest.net/result/c/83790177-fcc8-478d-8eac-19a554187c6d,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:54:13.431222,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.219,23.260288,107.355816,34072972,79006719,,,,,Telecable Costa Rica,190.171.112.10,bb2594fe-a4fe-4970-94d9-13abdb16a394,https://www.speedtest.net/result/c/bb2594fe-a4fe-4970-94d9-13abdb16a394,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T00:59:45.004618,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.676,107.510224,107.994432,137653056,138045295,,,,,Telecable Costa Rica,190.171.112.10,61a18b11-8acd-40dc-948b-ce9d6ee40bb5,https://www.speedtest.net/result/c/61a18b11-8acd-40dc-948b-ce9d6ee40bb5,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T01:00:19.557524,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.315,17.610896,107.807496,29663296,100552853,,,,,Telecable Costa Rica,190.171.112.10,1ae82f6a-9540-4bb7-ae57-14fbe6b4c66a,https://www.speedtest.net/result/c/1ae82f6a-9540-4bb7-ae57-14fbe6b4c66a,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T01:05:51.329180,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.593,107.042464,107.866336,144117776,139356037,,,,,Telecable Costa Rica,190.171.112.10,b7b1b11a-0086-4695-aa7e-2c55ba8a320a,https://www.speedtest.net/result/c/b7b1b11a-0086-4695-aa7e-2c55ba8a320a,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T01:06:23.455224,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.199,16.95136,106.247008,31360520,68007145,,,,,Telecable Costa Rica,190.171.112.10,e3b27609-7d15-40cc-8fba-acb755a46fe0,https://www.speedtest.net/result/c/e3b27609-7d15-40cc-8fba-acb755a46fe0,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T01:11:55.636185,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,6.541,107.7432,108.085656,141890468,138117799,,,,,Telecable Costa Rica,190.171.112.10,8073a4a9-3944-4cc2-961a-58a8d2413fd5,https://www.speedtest.net/result/c/8073a4a9-3944-4cc2-961a-58a8d2413fd5,official
OLT Guapiles 1,"10.215972320136826, -83.78704165343592",2025-08-22T01:12:28.212805,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",42.262,21.289128,108.562224,37142952,78398901,,,,,Telecable Costa Rica,190.171.112.10,0205091b-2f2b-471e-be93-fdd954bfc79f,https://www.speedtest.net/result/c/0205091b-2f2b-471e-be93-fdd954bfc79f,official
