fecha_hora,tipo_ping,ip_objetivo,ubicacion,promedio_ms,count,min_ms,max_ms,std_dev
2025-09-20 00:00:00,SUTEL Local,138.59.18.180,,0.8005221684773763,60,0.0,4.871845245361328,1.3448890115203969
2025-09-20 00:00:00,SUTEL Internacional,84.17.40.24,,45.99501689275106,60,32.42611885070801,48.37918281555176,3.112528823222526
2025-09-20 00:00:00,Latencia,8.8.8.8,,38.991737365722656,60,30.646085739135742,51.0098934173584,4.849400022770891
2025-09-20 01:00:00,SUTEL Local,138.59.18.180,,1.5601263207904363,59,0.0,4.749298095703125,1.6931168231010438
2025-09-20 01:00:00,SUTEL Internacional,84.17.40.24,,45.36572297414144,60,29.126405715942383,49.875736236572266,3.2681326822975247
2025-09-20 01:00:00,Latencia,8.8.8.8,,39.92771704991659,60,29.511451721191406,48.521995544433594,5.0232885312918105
2025-09-20 02:00:00,SUTEL Local,138.59.18.180,,2.3845131114377813,59,0.0,63.570261001586914,8.284507592623369
2025-09-20 02:00:00,SUTEL Internacional,84.17.40.24,,45.75997692043499,59,39.913177490234375,49.27539825439453,2.4101601023250754
2025-09-20 02:00:00,Latencia,8.8.8.8,,39.39628601074219,60,28.269290924072266,45.87721824645996,4.6135123863940395
2025-09-20 03:00:00,SUTEL Local,138.59.18.180,,1.2299726749288624,58,0.0,5.158662796020508,1.6894508227441798
2025-09-20 03:00:00,SUTEL Internacional,84.17.40.24,,46.013549222784526,59,33.83016586303711,48.80642890930176,3.0887685227038872
2025-09-20 03:00:00,Latencia,8.8.8.8,,38.566625724404545,59,31.482934951782227,50.965309143066406,4.973773142346256
2025-09-20 04:00:00,SUTEL Local,138.59.18.180,,1.4547348022460938,60,0.0,4.989862442016602,1.818471366459417
2025-09-20 04:00:00,SUTEL Internacional,84.17.40.24,,45.613818249459996,59,33.56766700744629,50.5213737487793,3.423685140027228
2025-09-20 04:00:00,Latencia,8.8.8.8,,38.184820595434154,59,30.2274227142334,50.72760581970215,4.97293105144188
2025-09-20 05:00:00,SUTEL Local,138.59.18.180,,0.961760679880778,60,0.0,5.011796951293945,1.5597066245147235
2025-09-20 05:00:00,SUTEL Internacional,84.17.40.24,,45.587571461995445,60,32.254934310913086,49.201250076293945,3.314810066680756
2025-09-20 05:00:00,Latencia,8.8.8.8,,37.966438134511314,60,30.274391174316406,50.98462104797363,5.184155076689375
2025-09-20 06:00:00,SUTEL Local,138.59.18.180,,0.8410612742106119,60,0.0,16.069889068603516,2.3611302571659007
2025-09-20 06:00:00,SUTEL Internacional,84.17.40.24,,47.39912748336792,60,34.88278388977051,84.80310440063477,5.428876558490636
2025-09-20 06:00:00,Latencia,8.8.8.8,,37.55045334498087,60,30.890226364135742,50.86946487426758,5.09076290268687
2025-09-20 07:00:00,SUTEL Local,138.59.18.180,,0.9175300598144531,60,0.0,5.799055099487305,1.5807027542252385
2025-09-20 07:00:00,SUTEL Internacional,84.17.40.24,,46.06269200642904,60,34.261465072631836,48.76255989074707,2.9380264946985357
2025-09-20 07:00:00,Latencia,8.8.8.8,,38.14402023951212,60,30.96914291381836,48.57659339904785,4.637530608585289
2025-09-20 08:00:00,SUTEL Local,138.59.18.180,,1.396466109712245,59,0.0,4.762887954711914,1.7787071791662388
2025-09-20 08:00:00,SUTEL Internacional,84.17.40.24,,45.383946100870766,60,33.78438949584961,48.879146575927734,3.398431153850225
2025-09-20 08:00:00,Latencia,8.8.8.8,,39.397243658701576,60,31.54468536376953,50.920963287353516,4.568031392608087
2025-09-20 09:00:00,SUTEL Local,138.59.18.180,,0.7951012973127694,58,0.0,4.507780075073242,1.4517681990389133
2025-09-20 09:00:00,SUTEL Internacional,84.17.40.24,,46.06950889199467,59,32.885074615478516,48.39277267456055,3.366429695627423
2025-09-20 09:00:00,Latencia,8.8.8.8,,38.80882263183594,59,31.262636184692383,51.08380317687988,4.968722704357732
2025-09-20 10:00:00,SUTEL Local,138.59.18.180,,1.2517571449279785,60,0.0,15.073776245117188,2.425548097107798
2025-09-20 10:00:00,SUTEL Internacional,84.17.40.24,,45.90460809610658,59,31.09884262084961,48.366546630859375,3.376188071960265
2025-09-20 10:00:00,Latencia,8.8.8.8,,38.35334380467733,60,31.244516372680664,50.92477798461914,5.203389236789637
2025-09-20 11:00:00,SUTEL Local,138.59.18.180,,1.2993852297465007,60,0.0,5.722761154174805,1.808056343261731
2025-09-20 11:00:00,SUTEL Internacional,84.17.40.24,,110.23580017736403,59,31.624555587768555,3843.6601161956787,494.43929682407327
2025-09-20 11:00:00,Latencia,8.8.8.8,,37.8214438756307,60,31.19516372680664,47.524213790893555,4.6911453048930785
2025-09-20 12:00:00,SUTEL Local,138.59.18.180,,1.159969965616862,60,0.0,5.2051544189453125,1.7286249144283907
2025-09-20 12:00:00,SUTEL Internacional,84.17.40.24,,45.39843797683716,60,31.80384635925293,48.95782470703125,3.9250209018457047
2025-09-20 12:00:00,Latencia,8.8.8.8,,38.762191931406655,60,30.04169464111328,50.904273986816406,4.997318362682019
2025-09-20 13:00:00,SUTEL Local,138.59.18.180,,1.1850158373514812,60,0.0,4.806041717529297,1.7519735133695213
2025-09-20 13:00:00,SUTEL Internacional,84.17.40.24,,45.768939842612056,59,31.911373138427734,48.38824272155762,3.212315333846052
2025-09-20 13:00:00,Latencia,8.8.8.8,,37.81423966089884,60,31.576871871948242,49.87072944641113,4.764223765264394
2025-09-20 14:00:00,SUTEL Local,138.59.18.180,,0.9952440100201105,59,0.0,4.801750183105469,1.50234843924722
2025-09-20 14:00:00,SUTEL Internacional,84.17.40.24,,45.78139822361833,59,32.2721004486084,49.09491539001465,3.390375484223969
2025-09-20 14:00:00,Latencia,8.8.8.8,,38.20315722761483,58,31.30793571472168,46.95248603820801,4.285420193811274
2025-09-20 15:00:00,SUTEL Local,138.59.18.180,,1.1707067489624023,60,0.0,4.71186637878418,1.732735030894437
2025-09-20 15:00:00,SUTEL Internacional,84.17.40.24,,46.02574904759725,60,34.26074981689453,48.40350151062012,2.62870797457383
2025-09-20 15:00:00,Latencia,8.8.8.8,,37.718307971954346,60,29.251813888549805,50.77195167541504,5.108559617293787
2025-09-20 16:00:00,SUTEL Local,138.59.18.180,,1.4967918395996094,60,0.0,5.153894424438477,1.9020596599908806
2025-09-20 16:00:00,SUTEL Internacional,84.17.40.24,,45.765976111094155,60,41.22757911682129,48.243045806884766,2.2386212202806686
2025-09-20 16:00:00,Latencia,8.8.8.8,,38.728535175323486,60,31.31246566772461,44.939279556274414,4.421841610394492
2025-09-20 17:00:00,SUTEL Local,138.59.18.180,,1.365836461385091,60,0.0,5.001544952392578,1.8017094444324262
2025-09-20 17:00:00,SUTEL Internacional,84.17.40.24,,45.36403020222982,60,31.714916229248047,48.92730712890625,3.5755445773414447
2025-09-20 17:00:00,Latencia,8.8.8.8,,38.87425263722738,60,29.729843139648438,52.985191345214844,5.251377187581785
2025-09-20 18:00:00,SUTEL Local,138.59.18.180,,1.049862069598699,59,0.0,4.790067672729492,1.6295667746105802
2025-09-20 18:00:00,SUTEL Internacional,84.17.40.24,,45.723842362226065,59,31.20875358581543,49.06153678894043,3.7783773080203784
2025-09-20 18:00:00,Latencia,8.8.8.8,,38.44940864433676,59,30.895233154296875,49.2403507232666,4.876203990540934
2025-09-20 19:00:00,SUTEL Local,138.59.18.180,,1.0126746934035729,58,0.0,16.203641891479492,2.480342072922559
2025-09-20 19:00:00,SUTEL Internacional,84.17.40.24,,45.52731020697232,58,31.951904296875,48.98500442504883,4.419772051841233
2025-09-20 19:00:00,Latencia,8.8.8.8,,38.70370881310825,58,31.02707862854004,50.98605155944824,5.178910104391027
2025-09-20 20:00:00,SUTEL Local,138.59.18.180,,0.5934516588846842,60,0.0,4.782438278198242,1.3400724068111165
2025-09-20 20:00:00,SUTEL Internacional,84.17.40.24,,46.377976735432945,60,39.94274139404297,49.24488067626953,2.4483184712661967
2025-09-20 20:00:00,Latencia,8.8.8.8,,39.01064597954184,59,30.75885772705078,49.1180419921875,5.018478934341772
2025-09-20 21:00:00,SUTEL Local,138.59.18.180,,1.0180195172627766,60,0.0,4.869699478149414,1.4905285126194519
2025-09-20 21:00:00,SUTEL Internacional,84.17.40.24,,45.975613594055176,60,33.60581398010254,49.2708683013916,3.2974082038720307
2025-09-20 21:00:00,Latencia,8.8.8.8,,38.11579545338949,60,30.06744384765625,50.68373680114746,5.282210148729903
2025-09-20 22:00:00,SUTEL Local,138.59.18.180,,0.99563201268514,60,0.0,4.577159881591797,1.603939073057423
2025-09-20 22:00:00,SUTEL Internacional,84.17.40.24,,46.48801883061727,60,32.01150894165039,59.180259704589844,3.149493101369496
2025-09-20 22:00:00,Latencia,8.8.8.8,,37.54380146662394,60,31.330585479736328,45.928001403808594,4.787267598688388
2025-09-20 23:00:00,SUTEL Local,138.59.18.180,,1.1435349782307942,60,0.0,5.099296569824219,1.7321037218187096
2025-09-20 23:00:00,SUTEL Internacional,84.17.40.24,,45.676772877321405,59,33.559322357177734,48.271894454956055,2.9961404352793135
2025-09-20 23:00:00,Latencia,8.8.8.8,,38.679186503092446,60,31.584501266479492,54.81123924255371,5.08812779301672
