fecha_hora,tipo_ping,ip_objetivo,ubicacion,promedio_ms,count,min_ms,max_ms,std_dev
2025-09-06 00:00:00,Latencia,8.8.8.8,,45.52611400341166,58,44.36373710632324,46.354055404663086,0.3307711223709552
2025-09-06 01:00:00,Latencia,8.8.8.8,,57.560535271962486,60,44.46578025817871,705.2671909332275,85.25411440065788
2025-09-06 02:00:00,Latencia,8.8.8.8,,45.527684688568115,60,44.483184814453125,46.56696319580078,0.33658462554695706
2025-09-06 03:00:00,Latencia,8.8.8.8,,45.565664768218994,60,44.50798034667969,49.01385307312012,0.542283270032103
2025-09-06 04:00:00,Latencia,8.8.8.8,,45.64517339070638,60,44.22783851623535,48.77042770385742,0.7144758556137042
2025-09-06 05:00:00,Latencia,8.8.8.8,,45.58943893949864,59,44.39115524291992,48.01154136657715,0.5385228837724597
2025-09-06 06:00:00,Latencia,8.8.8.8,,45.669289429982506,60,45.087337493896484,48.60115051269531,0.42744567960259444
2025-09-06 07:00:00,Latencia,8.8.8.8,,45.543110370635986,60,44.41022872924805,49.14116859436035,0.5661518272242115
2025-09-06 08:00:00,Latencia,8.8.8.8,,45.57327429453532,60,44.434547424316406,51.746368408203125,0.8732203148149332
2025-09-06 09:00:00,Latencia,8.8.8.8,,45.56433359781901,57,44.55757141113281,48.20394515991211,0.45212430982933693
2025-09-06 10:00:00,Latencia,8.8.8.8,,45.74759006500244,60,44.435977935791016,49.06868934631348,0.8614030802957187
2025-09-06 11:00:00,Latencia,8.8.8.8,,45.6243136833454,58,44.55709457397461,48.70939254760742,0.5195712437625472
2025-09-06 12:00:00,Latencia,8.8.8.8,,46.13398313522339,60,44.678449630737305,75.40321350097656,3.89783865508733
2025-09-06 13:00:00,Latencia,8.8.8.8,,45.90444167455038,60,44.63648796081543,48.90322685241699,1.0188945548198738
2025-09-06 14:00:00,Latencia,8.8.8.8,,45.88810205459595,60,44.87872123718262,48.77758026123047,0.8339707869360179
2025-09-06 15:00:00,Latencia,8.8.8.8,,45.62583874011862,58,44.13914680480957,46.6303825378418,0.3698975491185062
2025-09-06 16:00:00,Latencia,8.8.8.8,,45.99416255950928,60,44.953346252441406,48.92110824584961,1.0060558960671475
2025-09-06 17:00:00,Latencia,8.8.8.8,,45.633457474789374,59,44.4483757019043,49.01385307312012,0.6900016016445549
2025-09-06 18:00:00,Latencia,8.8.8.8,,45.56710720062256,60,44.45958137512207,48.825740814208984,0.5557390637310122
2025-09-06 19:00:00,Latencia,8.8.8.8,,45.62159653367667,58,44.50511932373047,48.452138900756836,0.49928145404994306
2025-09-06 20:00:00,Latencia,8.8.8.8,,45.76434294382731,60,44.53468322753906,59.95059013366699,1.8852576038692275
2025-09-06 21:00:00,Latencia,8.8.8.8,,45.980687936147056,60,44.1889762878418,51.938772201538086,1.4432564475628242
2025-09-06 22:00:00,Latencia,8.8.8.8,,45.557216062384136,59,44.29340362548828,46.19741439819336,0.33771548658525147
2025-09-06 23:00:00,Latencia,8.8.8.8,,45.6994374593099,60,44.54851150512695,48.841238021850586,0.629687523427573
